aah	00856756.v
stab	01218613.v
stabilise	01208673.v
stabilise	00268567.v
stabilise	00267447.v
stabilize	00267447.v
stabilize	01208673.v
stabilize	00268567.v
stable	02436055.v
stack	01491056.v
stack	01490508.v
stack	01452057.v
stack_away	02259548.v
stack_up	01491402.v
staff	01077992.v
staff	01084849.v
stag	02571696.v
stag	00833034.v
stag	00777025.v
stage	01696290.v
stage	01633360.v
stage_direct	01696181.v
stagger	01906966.v
stagger	01907254.v
stagger	01491234.v
stagger	01792983.v
stagnate	02700959.v
stagnate	02700740.v
stagnate	02700508.v
stagnate	02393846.v
stain	00282528.v
stain	00283125.v
stain	01524538.v
stain	00280011.v
staisfise	02346405.v
stake	02521018.v
stake	01128304.v
stake	01577955.v
stake	01578419.v
stake	01558751.v
stale	00072165.v
stalemate	01066497.v
stalinise	00563674.v
stalinize	00563674.v
stalk	01906232.v
stalk	01985770.v
stalk	01983009.v
stall	02616888.v
stall	01844920.v
stall	00455626.v
stall	02436210.v
stall	01845356.v
stall	01845220.v
stall	01845076.v
stammer	00971817.v
stamp	01907422.v
stamp	01261512.v
stamp	02124909.v
stamp	01262310.v
stamp	00648266.v
stamp	00473470.v
stamp	01610179.v
stamp	01580845.v
stamp	01518394.v
stamp_down	00457163.v
stamp_out	00351067.v
stampede	02068242.v
stampede	02569890.v
stampede	02569711.v
stampede	02037981.v
stanch	00350481.v
stand	01533085.v
stand	02586267.v
stand	02710162.v
stand	02676073.v
stand	00662938.v
stand	00660036.v
stand	02681491.v
stand	02676971.v
stand	02676321.v
stand	01533742.v
stand	01104954.v
stand	01415979.v
stand_back	02630375.v
stand_back	01533607.v
stand_by	02702058.v
stand_by	02613094.v
stand_by	02613280.v
stand_fast	00810428.v
stand_firm	01105820.v
stand_firm	00810428.v
stand_for	00827406.v
stand_for	00922327.v
stand_for	02673466.v
stand_for	00661054.v
stand_guard	02431261.v
stand_in	02237428.v
stand_out	02648769.v
stand_out	02648259.v
stand_out	01914815.v
stand_out	01106215.v
stand_pat	00810428.v
stand_sentinel	02431261.v
stand_still	01817332.v
stand_up	01964947.v
stand_up	01106321.v
stand_up	01533742.v
stand_up	01533085.v
stand_up	00886335.v
stand_up	02593586.v
stand_up	01965280.v
stand_watch	02431261.v
standardise	00674339.v
standardise	00462788.v
standardize	00462788.v
standardize	00674339.v
staple	01354967.v
star	02605965.v
star	01705763.v
star	00505587.v
starboard	01914932.v
starch	00413573.v
stare	02112957.v
stare	00032897.v
stare_down	02113201.v
stargaze	02113509.v
stargaze	01623135.v
start	00341793.v
start	00344775.v
start	01995944.v
start	02583241.v
start	01613968.v
start	01635845.v
start	01892454.v
start	01840304.v
start	01846810.v
start	02356605.v
start	01064458.v
start	02583717.v
start	02576368.v
start	02063383.v
start_out	00341793.v
start_out	01995944.v
start_up	01840304.v
start_up	01635845.v
startle	01804490.v
startle	01892454.v
starve	01176922.v
starve	01176315.v
starve	01176518.v
starve	01177263.v
starve	01176726.v
stash	02284082.v
stash_away	02259548.v
state	00999158.v
state	00868828.v
state	01050923.v
station	01078166.v
staunch	00350481.v
stave	02340366.v
stave	00306502.v
stave_in	00332024.v
stave_in	00306502.v
stave_off	02429425.v
stay	00115825.v
stay	01839979.v
stay	02611851.v
stay	02703136.v
stay	01990974.v
stay	00455971.v
stay	02706698.v
stay	02594020.v
stay	02535708.v
stay	01332733.v
stay	01182891.v
stay_at	02624280.v
stay_away	02630375.v
stay_fresh	02710474.v
stay_in_place	01830998.v
stay_off	00803035.v
stay_on	02703136.v
stay_over	02627303.v
stay_put	01839979.v
stay_together	02463489.v
stay_up	00020223.v
steady	00412288.v
steady	01208673.v
steady_down	00411097.v
steal	02299774.v
steal	01870692.v
steal	01100603.v
steal_away	02057721.v
steam	01926923.v
steam	02743050.v
steam	01951955.v
steam	01770170.v
steam	01233739.v
steam	00323659.v
steam-heat	02311360.v
steam_clean	01233739.v
steamer	01926923.v
steamroll	02481664.v
steamroll	02350824.v
steamroll	01099806.v
steamroll	00459077.v
steamroller	02481664.v
steamroller	02350824.v
steamroller	01580997.v
steamroller	01099806.v
steamroller	00459077.v
steel	01789103.v
steel	01601157.v
steel_oneself_against	00269878.v
steel_onself_for	00269878.v
steep	00593449.v
steep	00323876.v
steepen	00531455.v
steepen	00531326.v
steer	01913852.v
steer	01917085.v
steer	02416066.v
stem	02602405.v
stem	02689125.v
stem	00350481.v
stem	00173351.v
stencil	01734325.v
stenograph	01676386.v
step	01910922.v
step	02072735.v
step	02539303.v
step	02492450.v
step	02308008.v
step	02073210.v
step	02073014.v
step	01244909.v
step	00485604.v
step	00122371.v
step_down	02359426.v
step_down	00287260.v
step_forward	02070499.v
step_in	02514529.v
step_in	02371337.v
step_on	02073364.v
step_out	01998179.v
step_to_the_fore	02070499.v
step_up	00286822.v
step_up	00435235.v
step_up	02070499.v
stereotype	00648266.v
sterilise	00061858.v
sterilise	00060871.v
sterilize	00061858.v
sterilize	00060871.v
stet	02577100.v
stet	01060391.v
stew	01788216.v
stew	01757001.v
stew	00320370.v
stick	01515236.v
stick	01839979.v
stick	01485213.v
stick	01344512.v
stick	02729344.v
stick	02622547.v
stick	02613495.v
stick	02613280.v
stick	01652986.v
stick	01600831.v
stick	01600676.v
stick	01600485.v
stick	01429502.v
stick	01429302.v
stick	01209565.v
stick	00739619.v
stick	00614800.v
stick_about	02613094.v
stick_around	02613094.v
stick_around	01839979.v
stick_by	02613280.v
stick_in	01015502.v
stick_in	00184835.v
stick_on	01350191.v
stick_on	01344132.v
stick_out	02689432.v
stick_out	02648769.v
stick_out	00660036.v
stick_to	01344512.v
stick_to	00347435.v
stick_together	02463489.v
stick_up	02255904.v
stick_up	00886335.v
stick_with	00347435.v
stickle	00765120.v
stiffen	00414280.v
stiffen	00413313.v
stiffen	00414482.v
stifle	01555397.v
stifle	00386580.v
stifle	01463339.v
stifle	00355536.v
stigmatise	02484094.v
stigmatise	00503491.v
stigmatize	02484094.v
stigmatize	00503491.v
still	01748042.v
still	00456564.v
still	01798041.v
still	00578426.v
still-fish	01134668.v
still-hunt	01131403.v
stimulate	00498010.v
stimulate	00761805.v
stimulate	01744948.v
stimulate	00022619.v
stimulate	01629828.v
stimulate	02096583.v
stimulate	00785574.v
sting	02100909.v
sting	01432855.v
sting	00739619.v
sting	02103794.v
sting	01776575.v
stink	02648485.v
stink	02104476.v
stink_out	02106391.v
stink_up	02106391.v
stint	02323121.v
stint	02205026.v
stipple	01734967.v
stipple	01680636.v
stipple	01666096.v
stipple	01525598.v
stipulate	01008846.v
stipulate	01009390.v
stipulate	00879719.v
stir	01876647.v
stir	01876315.v
stir	02096583.v
stir	01744948.v
stir	01754043.v
stir	01615477.v
stir	01876491.v
stir	01528601.v
stir_fry	00322973.v
stir_up	02560291.v
stir_up	01744362.v
stir_up	01407271.v
stir_up	00842279.v
stitch	01317437.v
stock	02263847.v
stock	02307644.v
stock	02307494.v
stock	02307339.v
stock	02301303.v
stock	02301076.v
stock	00094382.v
stock-take	02448616.v
stockade	01120166.v
stockpile	02263847.v
stoke	02415508.v
stomach	01186539.v
stomach	00660036.v
stomp	01907422.v
stone	01311774.v
stone	00176875.v
stone-wash	01523905.v
stonewall	01024603.v
stonewall	00455203.v
stonewash	01523905.v
stooge	01827749.v
stooge	01705274.v
stooge	00013878.v
stool	00775194.v
stool	00710351.v
stool	00094600.v
stool	00073307.v
stoop	02044308.v
stoop	02493683.v
stoop	02046288.v
stoop	02019379.v
stoop	01587988.v
stoop_to	00899837.v
stop	01843382.v
stop	02655013.v
stop	02535439.v
stop	01845498.v
stop	01841808.v
stop	00358373.v
stop	01120709.v
stop	01427887.v
stop	02584658.v
stop	01465161.v
stop	00358635.v
stop_dead	01817577.v
stop_over	02627496.v
stop_over	01845498.v
stop_up	01410654.v
stopper	01209316.v
stopple	01209316.v
store	02259548.v
store	02260961.v
storm	02698689.v
storm	01573295.v
storm	02744641.v
storm	02744371.v
storm	01115287.v
stow	01480308.v
stow_away	02126440.v
straddle	02680056.v
straddle	02664591.v
straddle	02679957.v
strafe	01125343.v
straggle	02047980.v
straggle	02013975.v
straighten	02017477.v
straighten	01356408.v
straighten	01963727.v
straighten	00272472.v
straighten	01474308.v
straighten	00274549.v
straighten_out	00205053.v
straighten_out	01450796.v
straighten_out	00165112.v
straighten_out	01356408.v
straighten_out	00613474.v
straighten_out	00272472.v
straighten_up	01964369.v
strain	01135251.v
strain	01781302.v
strain	01154456.v
strain	01447305.v
strain	00025136.v
strain	01559476.v
strain	01445957.v
strain	01238878.v
strain	00471726.v
straiten	01376364.v
strand	02207642.v
strangle	01557683.v
strangle	01555397.v
strangle	00355430.v
strangle	00233233.v
strangle	00077133.v
strangle	00076881.v
strangulate	01557683.v
strangulate	01376446.v
strangulate	00301090.v
strap	01277906.v
strap	01398901.v
strap	00388583.v
strap	00082685.v
stratify	02488639.v
stratify	00501798.v
stratify	02488879.v
stratify	01297067.v
stratify	00052079.v
straw	01594626.v
straw	01365934.v
stray	01863577.v
stray	01907778.v
stray	00771909.v
streak	02068930.v
streak	01909414.v
streak	01680998.v
stream	02052355.v
stream	00068234.v
stream	02010114.v
stream	02732352.v
stream	02052142.v
streamline	01674797.v
street-walk	02529921.v
streetwalk	02529921.v
strengthen	00217868.v
strengthen	00217460.v
strengthen	00100243.v
stress	01003285.v
stress	00973606.v
stress	01781302.v
stretch	02582724.v
stretch	00027201.v
stretch	02036670.v
stretch	00237750.v
stretch	00315239.v
stretch	01966954.v
stretch	01436902.v
stretch	00536353.v
stretch	00482637.v
stretch	00151401.v
stretch	00100400.v
stretch_along	02582724.v
stretch_forth	00027638.v
stretch_out	02036670.v
stretch_out	01966954.v
stretch_out	00027638.v
stretch_out	00100400.v
stretch_out	00028100.v
strew	01365934.v
strew	01197576.v
striate	00503779.v
strickle	01572103.v
strickle	01296394.v
stride	01901791.v
stride	01894789.v
stridulate	02152518.v
strike	01224611.v
strike	01398039.v
strike	01751191.v
strike	01113123.v
strike	00914292.v
strike	01197815.v
strike	02389007.v
strike	02586870.v
strike	02502628.v
strike	01198106.v
strike	00141126.v
strike	02265142.v
strike	01659966.v
strike	01536394.v
strike	02089273.v
strike	02085259.v
strike	01964078.v
strike	01624411.v
strike	01296394.v
strike	01216872.v
strike	00628466.v
strike_a_blow	00135395.v
strike_a_chord	00584995.v
strike_a_chord	01752461.v
strike_a_chord	01743168.v
strike_a_note	01752461.v
strike_back	01142184.v
strike_down	02453455.v
strike_down	01314190.v
strike_down	01246706.v
strike_dumb	01752006.v
strike_hard	01227069.v
strike_home	01752461.v
strike_off	00792223.v
strike_out	00792223.v
strike_out	01496367.v
strike_out	02504631.v
strike_out	01918342.v
strike_out	01143194.v
strike_out	00342746.v
strike_up	01636345.v
strike_up	01627617.v
string	01347193.v
string	00187410.v
string	01975480.v
string	01348332.v
string	01348184.v
string	01348077.v
string	01346906.v
string_along	01975480.v
string_out	01348476.v
string_up	02461572.v
string_up	00187410.v
strip	02292271.v
strip	00049134.v
strip	01251901.v
strip	00483499.v
strip	00191933.v
strip	02322191.v
strip	01594992.v
strip	01252081.v
strip	00191833.v
strip	00191717.v
strip	00191555.v
strip	00191100.v
strip	00174457.v
strip-search	01306856.v
strip_down	00049134.v
strip_mine	01152957.v
stripe	01261759.v
strive	02506979.v
strive	01135251.v
stroke	01214587.v
stroke	01113844.v
stroke	01113958.v
stroke	00871351.v
stroll	01900060.v
strong-arm	02491274.v
strong-arm	01764516.v
strong-arm	01385500.v
strop	01235381.v
structure	00399946.v
struggle	02383772.v
struggle	01492162.v
struggle	01903852.v
struggle	01079621.v
strum	02160417.v
strut	01898714.v
stub	01553950.v
stub	01199303.v
stub	00309690.v
stub	00101386.v
stub_out	00473664.v
stucco	01663163.v
stucco	01249775.v
stud	02664089.v
stud	01345785.v
study	00636835.v
study	00599809.v
study	02146761.v
study	00592412.v
study	00599518.v
study	00696272.v
stuff	01512030.v
stuff	02075894.v
stuff	01466474.v
stuff	01181877.v
stuff	00492437.v
stuff	00317571.v
stuff	00317104.v
stultify	01783930.v
stultify	00844467.v
stultify	00222757.v
stumble	01883297.v
stumble	01882572.v
stumble	02186022.v
stumble	00610263.v
stump	00612603.v
stump	01907422.v
stump	01083670.v
stump	00192242.v
stun	00265607.v
stun	01791896.v
stun	01397895.v
stun	02095895.v
stunt	02428517.v
stunt	01698211.v
stupefy	02096083.v
stupefy	00614800.v
stupefy	00265607.v
stutter	00971817.v
style	01018169.v
style	01651911.v
style	00983882.v
stylise	01672445.v
stylize	01672445.v
stymie	02532885.v
stymy	02532885.v
sub	02237428.v
subcontract	02437203.v
subcontract	02437023.v
subdivide	00329749.v
subdivide	00329538.v
subdue	02400533.v
subdue	00457163.v
subdue	01784678.v
subdue	01097772.v
subdue	00574269.v
subdue	00199466.v
subedit	00620686.v
subject	02091392.v
subject	01107527.v
subject	02472729.v
subject	00869338.v
subjoin	01317224.v
subjugate	02400533.v
subjugate	02472729.v
sublease	02188821.v
sublet	02188821.v
sublimate	01935464.v
sublimate	00546727.v
sublimate	00470165.v
sublimate	00361998.v
sublimate	00361788.v
sublime	00361788.v
sublime	00361998.v
subluxate	00090675.v
submarine	01853085.v
submarine	01500008.v
submarine	01228617.v
submarine	01213974.v
submarine	01109038.v
submerge	01973147.v
submerge	01327384.v
submerge	01564828.v
submerge	00214699.v
submerse	01973147.v
submerse	01564828.v
submit	00869338.v
submit	00868828.v
submit	01107316.v
submit	02241563.v
submit	02564275.v
submit	00869040.v
submit	00661717.v
submit	01061935.v
submit	02288527.v
submit	00724067.v
subordinate	00651491.v
subordinate	00574269.v
suborn	02556517.v
suborn	00826328.v
suborn	00826113.v
subpoena	00784913.v
subrogate	02338443.v
subscribe	02277454.v
subscribe	00986620.v
subscribe	00797806.v
subscribe	02277613.v
subscribe	02189305.v
subscribe_to	02189305.v
subserve	02524334.v
subside	00229899.v
subside	01968047.v
subside	01967865.v
subside	01953612.v
subsidise	02196436.v
subsidise	02196135.v
subsidize	02196135.v
subsidize	02196436.v
subsist	02591607.v
substantiate	00657823.v
substantiate	02672412.v
substantiate	01630052.v
substantiate	00218412.v
substitute	02236676.v
substitute	02237428.v
substitute	02371337.v
subsume	02609286.v
subsume	00677127.v
subtend	02667828.v
subtilise	00388481.v
subtilize	00642237.v
subtilize	00546727.v
subtilize	00388481.v
subtitle	02310072.v
subtract	00633654.v
suburbanise	00120716.v
suburbanise	00120569.v
suburbanize	00120716.v
suburbanize	00120569.v
subvent	00880433.v
subvention	00880433.v
subvert	02379056.v
subvert	02554659.v
subvert	02519371.v
subvert	01551795.v
subvocalise	00969940.v
subvocalize	00969940.v
succeed	02499988.v
succeed	02383018.v
succor	02524438.v
succour	02524438.v
succumb	00795968.v
succumb	02595364.v
succuss	01872748.v
suck	01158581.v
suck	01837475.v
suck	02740163.v
suck	01526192.v
suck	01175192.v
suck_in	01186893.v
suck_in	02740163.v
suck_in	01270552.v
suck_out	01527827.v
suck_up	01526192.v
suck_up	01787585.v
suck_up	00871671.v
suckle	01176163.v
suckle	01175192.v
suction	01837266.v
suction	00072852.v
sudate	00066785.v
suds	01523205.v
suds	00506686.v
sue	02557283.v
suffer	02089672.v
suffer	00064897.v
suffer	01777501.v
suffer	00660036.v
suffer	00201781.v
suffer	00064328.v
suffer	02101881.v
suffer	02090537.v
suffer	00077584.v
suffer	02695553.v
suffer	00201903.v
suffice	02644081.v
suffix	01286538.v
suffocate	01555948.v
suffocate	01463339.v
suffocate	00386941.v
suffocate	00386759.v
suffocate	00355536.v
suffocate	00105261.v
suffocate	00076881.v
suffuse	00449322.v
suffuse	00449722.v
sugar	02176008.v
sugarcoat	02176435.v
sugarcoat	01023612.v
suggest	00866135.v
suggest	00921281.v
suggest	00917894.v
suggest	00918696.v
suggest	00920843.v
suit	02676783.v
suit	02710956.v
suit	02673910.v
suit	02699931.v
sulfate	00580497.v
sulfur	00511620.v
sulfurette	01449161.v
sulk	02694762.v
sully	01525088.v
sully	01524538.v
sully	00837549.v
sulphur	00511620.v
sulphurette	01449161.v
sum	02728007.v
sum	00939719.v
sum_up	00997842.v
sum_up	02728007.v
sum_up	00939719.v
summarise	02728007.v
summarise	00997842.v
summarize	00997842.v
summarize	02728007.v
summate	00939719.v
summate	02355260.v
summer	02685865.v
summerise	00404172.v
summerize	00404172.v
summit	02002963.v
summon	00782301.v
summon	01031226.v
summon	01369342.v
summon	00266836.v
summons	00782301.v
sun	00103113.v
sun	02093011.v
sunbathe	00103113.v
sunburn	00103265.v
sunday	02683918.v
sunder	00332141.v
suntan	00102992.v
sup	01194175.v
superannuate	02357477.v
superannuate	00809394.v
superannuate	00531698.v
superannuate	00531569.v
supercede	02381823.v
supercharge	00491943.v
supercharge	00399333.v
superfetate	00067090.v
superimpose	01456535.v
superinfect	00088134.v
superintend	02419390.v
superordinate	00650593.v
superpose	01456717.v
superpose	01456535.v
superscribe	01676976.v
superscribe	01676807.v
supersede	02381823.v
supervene	00337469.v
supervene_upon	02381823.v
supervise	02419390.v
supervise	02143792.v
supinate	02071568.v
supplant	02381823.v
supple	00577438.v
supplement	02319893.v
supplement	02728243.v
supplement	01316903.v
supplicate	00750142.v
supplicate	00750604.v
supplicate	00750404.v
supply	02304993.v
supply	02455444.v
supply	01171470.v
supply	01017074.v
support	02531812.v
support	02198519.v
support	02429972.v
support	01205723.v
support	00657823.v
support	00797806.v
support	02638014.v
support	00885998.v
support	01705556.v
support	00899324.v
support	00660036.v
suppose	00907968.v
suppose	00624298.v
suppose	00626004.v
suppose	00708433.v
suppose	00708247.v
suppress	00457163.v
suppress	02401057.v
suppress	02400245.v
suppress	02399099.v
suppress	00605188.v
suppurate	00096184.v
suppurate	00095771.v
surcharge	02298790.v
surcharge	02297067.v
surcharge	02009782.v
surcharge	01733126.v
surcharge	01475837.v
surcharge	01475678.v
surcharge	00914151.v
surf	01930014.v
surf	01303719.v
surf	00546200.v
surface	01971956.v
surface	01252723.v
surface	00419402.v
surface-mine	01152957.v
surface_mine	01152957.v
surfboard	01930014.v
surfeit	02310986.v
surfeit	01180616.v
surge	02022902.v
surge	01925665.v
surge	01885920.v
surge	01867636.v
surge	00165395.v
surmise	00681108.v
surmise	00911742.v
surmount	01097772.v
surmount	02668534.v
surmount	01980721.v
surmount	01094713.v
surpass	02648259.v
surpass	01094713.v
surpass	02033377.v
surpass	02643904.v
surprise	00716980.v
surprise	02571914.v
surprise	01115287.v
surrender	01104641.v
surrender	02214143.v
surrender	01105313.v
surround	02682349.v
surround	01454632.v
surround	01555653.v
surround	01116611.v
surround	01119843.v
surtax	02286341.v
surveil	02178659.v
survey	00638795.v
survey	02130602.v
survey	02178659.v
survey	00688604.v
survey	00640182.v
survey	00638991.v
survive	02593061.v
survive	02594822.v
survive	02591607.v
survive	02594637.v
suspect	00911742.v
suspect	00679829.v
suspect	00915337.v
suspend	01468295.v
suspend	00146200.v
suspend	02477935.v
suspend	00359471.v
suspend	00537275.v
suspend	02618390.v
suspire	00004032.v
suspire	00001740.v
suss_out	00653780.v
sustain	02653729.v
sustain	00064897.v
sustain	01191444.v
sustain	01173389.v
sustain	01205723.v
sustain	00809681.v
sustain	00657823.v
susurrate	01033841.v
suture	01284569.v
swab	01232592.v
swab	01221832.v
swaddle	01288676.v
swag	01967207.v
swag	01906966.v
swag	01858828.v
swage	01244796.v
swagger	01898714.v
swagger	01024870.v
swagger	00012454.v
swallow	01190572.v
swallow	01073052.v
swallow	01569122.v
swallow	00931541.v
swallow	00790534.v
swallow	00729006.v
swallow	00660760.v
swallow	00594063.v
swallow_up	01569122.v
swamp	02746035.v
swamp	01511682.v
swan	01000949.v
swan	01863577.v
swan	01852304.v
swank	02122124.v
swap	02237816.v
swap	01821815.v
